PILE;suggestion;path;title;lines;last_commit;age_days;commits;authors;refs;code_refs;orphan;stale;dup
;keep-normative;docs\workplan\specs\archive\2026-05-13-session-13-review.md;Session 13 — QA Review (Audit + Spec + Plan);310;2026-06-04;41;1;1;2;1;non;non;non
;keep-normative;docs\workplan\specs\archive\2026-05-13-session-13-spec.md;The Breakery — Session 13 Spec : Foundation Hardening + Module-Wide Backlog Burn-Down;574;2026-06-04;41;1;1;12;3;non;non;non
;keep-normative;docs\workplan\specs\archive\2026-05-13-session-13-wave-1-review.md;Session 13 — Wave 1 Sync-Gate Review;470;2026-06-04;41;1;1;1;0;non;non;non
;keep-normative;docs\workplan\specs\archive\2026-05-14-session-14-spec.md;Session 14 — UX Completion Spec;183;2026-06-04;41;1;1;4;1;non;non;non
;keep-normative;docs\workplan\specs\archive\2026-05-16-session-16-spec.md;Session 16 — Spec (CI revival + S15 follow-ups);237;2026-06-04;41;1;1;2;0;non;non;non
;keep-normative;docs\workplan\specs\archive\2026-05-17-session-17-spec.md;Session 17 — Spec (Full Price Chain : PO → Cost → Recipe Cascade → Snapshot History);276;2026-06-04;41;1;1;1;0;non;non;non
;keep-normative;docs\workplan\specs\archive\2026-05-17-session-18-spec.md;Session 18 — Spec (Recipe Cost History Report);269;2026-06-04;41;1;1;1;0;non;non;non
;keep-normative;docs\workplan\specs\archive\2026-05-17-session-19-spec.md;Session 19 — Spec (Hardening polish: durable rate-limit + session timeout per role + PIN strength warn);417;2026-06-04;41;1;1;1;0;non;non;non
;keep-normative;docs\workplan\specs\archive\2026-05-17-session-20-spec.md;Session 20 — Defense-in-depth GRANT hardening — Spec;346;2026-06-04;41;1;1;1;0;non;non;non
;keep-normative;docs\workplan\specs\archive\2026-05-18-session-21-spec.md;Session 21 — Polish hardening reliquat — Spec;212;2026-06-04;41;1;1;1;0;non;non;non
;keep-normative;docs\workplan\specs\archive\2026-05-18-session-22-spec.md;Session 22 — Focus-trap lock-in + dette technique ciblée — Spec;183;2026-06-04;41;1;1;2;0;non;non;non
;keep-normative;docs\workplan\specs\archive\2026-05-19-session-23-spec.md;Session 23 — Spec : Landed cost (shipping pro-rata) + sample/promo opt-out;351;2026-06-04;41;1;1;3;0;non;non;non
;keep-normative;docs\workplan\specs\archive\2026-05-19-session-24-spec.md;Session 24 — Spec : B2B Foundation (backend du dashboard déjà shippé);419;2026-06-04;41;1;1;3;0;non;non;non
;keep-normative;docs\workplan\specs\archive\2026-05-19-session-25-spec.md;Session 25 — Spec : Hardening Idempotency Cross-EF;405;2026-06-04;41;1;1;5;1;non;non;non
;keep-normative;docs\workplan\specs\archive\2026-05-20-session-26-spec.md;Session 26 — Comptable Cockpit (NON-PKP);225;2026-06-04;41;1;1;3;1;non;non;non
;keep-normative;docs\workplan\specs\archive\2026-05-20-session-27-spec.md;Session 27 — spec (Product CRUD : update flow MVP);178;2026-06-04;41;1;1;2;0;non;non;non
;keep-normative;docs\workplan\specs\archive\2026-05-20-session-27b-spec.md;Session 27b — spec (Product CRUD : create + categories management);123;2026-06-04;41;1;1;2;0;non;non;non
;keep-normative;docs\workplan\specs\archive\2026-05-22-session-31-spec.md;Session 31 — Reports Drill-Down transverse + 3 detail pages (Spec);359;2026-06-04;41;1;1;4;1;non;non;non
;keep-normative;docs\workplan\specs\archive\2026-05-23-session-26b-spec.md;Session 26b — Comptable Cockpit (UI core);202;2026-06-04;41;1;1;1;0;non;non;non
;keep-normative;docs\workplan\specs\archive\2026-05-24-session-27c-spec.md;Session 27c — Product Variants (Spec);468;2026-06-04;41;1;1;3;0;non;non;non
;keep-normative;docs\workplan\specs\archive\2026-05-24-session-28-spec.md;Session 28 — Expense Governance (Spec);316;2026-06-04;41;1;1;3;0;non;non;non
;keep-normative;docs\workplan\specs\archive\2026-05-24-session-29-spec.md;Session 29 — Reports Export + Z-Report PDF (Vague A) (Spec);512;2026-06-04;41;1;1;3;0;non;non;non
;keep-normative;docs\workplan\specs\archive\2026-05-24-session-30-spec.md;Session 30 — Vague B : 5 nouveaux reports métier bakery (Spec);354;2026-06-04;41;1;1;5;1;non;non;non
;keep-normative;docs\workplan\specs\archive\2026-05-26-session-32-spec.md;Session 32 — Reports Vague C close-out drill-down + /backoffice/orders list (Spec);570;2026-06-04;41;1;1;3;0;non;non;non
;keep-normative;docs\workplan\specs\archive\2026-05-29-session-33-spec.md;Session 33 — Orders v2 : server-side filters + realtime + void + edit-items (Spec);433;2026-06-04;41;1;1;3;0;non;non;non
;keep-normative;docs\workplan\refs\archive\2026-05-13-decision-pack.md;Session 13 Decision Pack — locked 2026-05-14;469;2026-06-12;33;1;1;8;2;non;non;non
;keep-normative;docs\workplan\specs\archive\2026-05-13-session-13-wave-0-review.md;Session 13 — Wave 0 Sync-Gate Review;374;2026-06-12;33;2;1;1;0;non;non;non
;keep-normative;docs\workplan\specs\archive\2026-05-27-backoffice-menu-reorg-spec.md;Backoffice Menu Reorg — Spec;374;2026-06-12;33;1;1;2;0;non;non;non
;keep-normative;docs\workplan\specs\archive\2026-05-30-pos-display-stock-isolation-spec.md;Spec — Isolation du stock vitrine POS (V1);187;2026-06-12;33;1;1;1;0;non;non;non
;keep-normative;docs\workplan\specs\archive\2026-06-01-pos-cash-drawer-error-toast-spec.md;Spec — POS cash drawer error toast (échec d'ouverture tiroir surfacé) (V1);81;2026-06-12;33;1;1;1;0;non;non;non
;keep-normative;docs\workplan\specs\archive\2026-06-01-pos-claudemd-doc-sync-spec.md;Spec — CLAUDE.md doc sync (versions RPC périmées) (V1);75;2026-06-12;33;1;1;1;0;non;non;non
;keep-normative;docs\workplan\specs\archive\2026-06-01-pos-double-print-risk-spec.md;Spec — POS double-print risk (path legacy print-queue vs bridge S34) (V1);76;2026-06-12;33;1;1;1;0;non;non;non
;keep-normative;docs\workplan\specs\archive\2026-06-01-pos-paymentterminal-refactor-spec.md;Spec — POS PaymentTerminal refactor (sous la barre des 500 lignes) (V1);84;2026-06-12;33;1;1;1;0;non;non;non
;keep-normative;docs\workplan\specs\archive\2026-06-01-pos-realtime-channel-uniqueness-fix-spec.md;Spec — POS realtime channel uniqueness fix (3 hooks) (V1);101;2026-06-12;33;1;1;1;0;non;non;non
;keep-normative;docs\workplan\specs\archive\2026-06-01-pos-receipt-payment-method-fix-spec.md;Spec — POS receipt payment method fix (reçu reflète la vraie méthode) (V1);88;2026-06-12;33;1;1;1;0;non;non;non
;keep-normative;docs\workplan\specs\archive\2026-06-01-pos-refund-test-investigation-spec.md;Spec — POS refund modal test investigation (C2 timeout) (V1);92;2026-06-12;33;1;1;1;0;non;non;non
;keep-normative;docs\workplan\specs\archive\2026-06-01-session-34-station-printing-spec.md;Session 34 — Station Ticket Printing (routage tickets imprimantes de poste) (Spec);161;2026-06-12;33;1;1;2;0;non;non;non
;keep-normative;docs\workplan\specs\archive\2026-06-11-session-37-spec.md;Session 37 — Fraud Hardening & Correctness Close-out (Spec);394;2026-06-12;33;1;1;1;0;non;non;non
;keep-normative;docs\workplan\specs\archive\2026-06-11-session-38-spec.md;Session 38 — Spec : PIN Lockout Hardening + Split-Bill étendu + Suites de tests E2E;160;2026-06-12;33;1;1;2;0;non;non;non
;keep-normative;docs\workplan\specs\archive\2026-06-11-session-39-spec.md;Session 39 — Spec : Backoffice Completion Bundle (BO-04 / BO-09 / BO-10 / BO-15);146;2026-06-12;33;1;1;2;0;non;non;non
;keep-normative;docs\superpowers\plans\2026-06-26-pos-spec-b1-dispatch-routing.md;Spec B-1 — Dispatch/Print Routing Implementation Plan;793;2026-06-26;19;1;1;0;0;oui;non;non
;keep-normative;docs\superpowers\specs\2026-06-26-pos-spec-b1-dispatch-routing-design.md;Spec B-1 — POS dispatch/print routing (display station, mapping complet, ticket waiter, multi-station produit);146;2026-06-26;19;1;1;0;0;oui;non;non
;keep-normative;docs\workplan\specs\archive\2026-06-12-session-41-catalog-import-spec.md;Session 41 — Spec : Import / Export du catalogue (produits + recettes);184;2026-06-27;18;1;1;2;0;non;non;non
;keep-normative;docs\workplan\specs\archive\2026-06-12-session-42-catalog-import-minors-spec.md;Session 42 — Spec : Catalog Import/Export polish (8 Minors revue S41 Wave B);136;2026-06-27;18;1;1;1;0;non;non;non
;keep-normative;docs\workplan\specs\archive\2026-06-12-session-43-pos-audit-fixes-spec.md;Session 43 — POS Live Audit Fixes — Spec;101;2026-06-27;18;1;1;1;0;non;non;non
;keep-normative;docs\workplan\specs\archive\2026-06-13-session-44-money-path-hardening-spec.md;Session 44 — Money-Path Hardening (JE par méthode, variantes/stations, montants server-trusted, hygiène cartStore, symétrie display_stock) — Spec;102;2026-06-27;18;1;1;3;1;non;non;non
;keep-normative;docs\workplan\specs\archive\2026-06-13-session-45-products-actions-spec.md;Session 45 — Spec : Products page — finir les actions catalogue (boutons morts);104;2026-06-27;18;1;1;2;0;non;non;non
;keep-normative;docs\workplan\specs\archive\2026-06-18-session-46-purchasing-hardening-spec.md;Session 46 — Spec : Purchasing Hardening (page Backoffice Achats);101;2026-06-27;18;1;1;2;0;non;non;non
;keep-normative;docs\workplan\specs\archive\2026-06-19-session-47-configurable-combos-spec.md;Session 47 — Configurable Combos (choice groups);216;2026-06-27;18;1;1;1;0;non;non;non
;keep-normative;docs\superpowers\specs\2026-06-28-pos-canonical-server-line-price-design.md;Spec — Résolution canonique du prix de ligne côté serveur (`_resolve_line_price_v1` + money-path `v14 → v15`);151;2026-06-28;17;1;1;1;0;non;non;non
;keep-normative;docs\superpowers\specs\archive\2026-06-18-stock-card-ledger-layout-design.md;Stock-card ledger layout + CSV export — design;95;2026-06-28;17;1;1;0;0;oui;non;non
;keep-normative;docs\superpowers\specs\archive\2026-06-19-product-modifiers-editor-design.md;Product Modifiers Editor (Backoffice) — Design Spec;239;2026-06-28;17;1;1;1;0;non;non;non
;keep-normative;docs\superpowers\specs\archive\2026-06-20-product-modifiers-phase2-stock-deduction-design.md;Product Modifiers — Phase 2: order-time ingredient stock deduction — Design Spec;208;2026-06-28;17;1;1;0;0;oui;non;non
;keep-normative;docs\superpowers\specs\archive\2026-06-20-units-registry-design.md;Central Units Registry + Recipe Unit Picker Fix + Modifier Cost Display;100;2026-06-28;17;1;1;0;0;oui;non;non
;keep-normative;docs\superpowers\specs\archive\2026-06-21-unify-recipe-editor-into-product-tab-design.md;Design — Unifier les recettes sur l'onglet Recipe de la fiche produit;134;2026-06-28;17;1;1;0;0;oui;non;non
;keep-normative;docs\superpowers\specs\archive\2026-06-23-bulk-import-master-data-design.md;Bulk import — master data (Suppliers + Customers) — Design;219;2026-06-28;17;1;1;0;0;oui;non;non
;keep-normative;docs\superpowers\specs\archive\2026-06-23-cash-wallets-tresorerie-design.md;Cash Wallets / Trésorerie — 3-Wallet Cash Tracking in Accounting;227;2026-06-28;17;1;1;0;0;oui;non;non
;keep-normative;docs\superpowers\specs\archive\2026-06-24-bulk-import-purchases-design.md;Phase 2a — Historical Purchases Bulk Import (reports-only) — Design;174;2026-06-28;17;1;1;0;0;oui;non;non
;keep-normative;docs\superpowers\specs\archive\2026-06-25-pos-held-order-lifecycle-design.md;Spec A — POS held-order lifecycle (addition ouverte);116;2026-06-28;17;1;1;1;0;non;non;non
;keep-normative;docs\superpowers\specs\archive\2026-06-25-pos-p0-hardening.md;Spec — POS P0 Hardening (vague 1);84;2026-06-28;17;1;1;3;3;non;non;non
;keep-normative;docs\superpowers\specs\archive\2026-06-26-stock-tracking-deduct-flags-negative-stock-design.md;Spec — Câblage `track_inventory` / `deduct_stock` + réglage global « stock négatif »;127;2026-06-28;17;1;1;0;0;oui;non;non
;keep-normative;docs\superpowers\specs\2026-06-29-b2b-per-invoice-settlement-design.md;Design — B2B per-invoice settlement (P1.2);222;2026-06-29;16;1;1;2;0;non;non;non
;keep-normative;docs\superpowers\specs\2026-07-02-fiscal-correctness-design.md;S54 — P1.3 (T6) Correctness compta : garde fiscale fail-closed + clôture annuelle;71;2026-07-02;13;1;1;2;0;non;non;non
;keep-normative;docs\superpowers\specs\2026-07-02-sale-stock-unification-design.md;S53 — P1.4 : Unification de la déduction stock à la vente (`_record_sale_stock_v1`);177;2026-07-02;13;1;1;2;0;non;non;non
;keep-normative;docs\superpowers\specs\2026-07-02-ef-hardening-p15-design.md;S55 — P1.5 (T7) Durcissement EF restant : design;145;2026-07-03;12;1;1;2;0;non;non;non
;keep-normative;docs\superpowers\specs\2026-07-03-s56-deferred-ui-audit-consolidation-design.md;S56 — UI déférées + reliquat B2B/compta : design;134;2026-07-03;12;1;1;2;0;non;non;non
;keep-normative;docs\superpowers\specs\2026-07-03-s57-p2-governance-ux-design.md;S57 — P2 restant : gouvernance promos/combos, UX POS/BO, outillage, marge brute (design);101;2026-07-03;12;1;1;4;2;non;non;non
;keep-normative;docs\adr\004-pas-de-peremption-ni-fifo-stock.md;ADR-004 — Pas de gestion de péremption/expiration ni de FIFO stock;22;2026-07-04;11;1;1;2;0;non;non;non
;keep-normative;docs\workplan\specs\archive\2026-05-19-session-26-spec.md;Session 26 — Spec : Comptable Cockpit (read-side);859;2026-07-04;11;1;1;3;1;non;non;non
;keep-normative;docs\workplan\specs\archive\2026-06-01-pos-print-bridge-deploy-spec.md;Spec — POS print-bridge deploy + runtime config (V1);90;2026-07-04;11;1;1;2;1;non;non;non
;keep-normative;docs\superpowers\specs\2026-07-06-breakery-design-skill-design.md;Spec — Skill projet `breakery-design` (direction artistique + ergonomie);45;2026-07-06;9;1;1;0;0;oui;non;non
;keep-normative;docs\superpowers\specs\2026-07-06-print-bridge-scan-lan-devices-crud-design.md;Spec — Print-bridge versionné + scan réseau imprimantes + CRUD LAN Devices;196;2026-07-06;9;1;1;2;0;non;non;non
;keep-normative;docs\superpowers\specs\2026-07-06-s63-dashboard-overview-design.md;S63 — Dashboard BO réel : `get_dashboard_overview_v1` + câblage de la page d'accueil;126;2026-07-06;9;1;1;2;0;non;non;non
;keep-normative;docs\superpowers\specs\2026-07-06-s64-configurable-payment-methods-design.md;S64 — Moyens de paiement configurables + fix I-1 voids même-jour (design);49;2026-07-06;9;1;1;2;0;non;non;non
;keep-normative;docs\superpowers\specs\2026-07-07-customer-display-split-brand-order-design.md;Customer Display — split marque / commande (design);69;2026-07-07;8;1;1;0;0;oui;non;non
;keep-normative;docs\superpowers\specs\2026-07-07-modifier-extras-sfg-ingredients-design.md;Modifier extras — semi-finished products in the ingredient picker;64;2026-07-07;8;1;1;2;2;non;non;non
;keep-normative;docs\superpowers\specs\2026-07-07-pos-design-audit-remediation-design.md;Audit design POS 2026-07-07 — spec de correction (vagues A/B/C);132;2026-07-07;8;1;1;0;0;oui;non;non
;keep-normative;docs\superpowers\specs\2026-07-07-s66-close-shift-pin-gate-design.md;S66 — Clôture de caisse ① : PIN manager sur gros écart (+ dette D-9 station-printers);54;2026-07-07;8;1;1;1;0;non;non;non
;keep-normative;docs\superpowers\specs\2026-07-07-s67-close-shift-three-way-denominations-design.md;S67 — Clôture de caisse ②③ : comptage 3 volets + comptage par coupure;77;2026-07-07;8;1;1;3;1;non;non;non
;keep-normative;docs\superpowers\specs\2026-07-08-b2b-invoice-pdf-design.md;Spec — Facture PDF B2B (S68, Vague 2);149;2026-07-08;7;1;1;2;1;non;non;non
;keep-normative;docs\superpowers\specs\2026-07-08-s69-customer-categories-negotiated-pricing-design.md;S69 — CRUD Customer Categories + Prix négocié par client (B2B) — Design;131;2026-07-08;7;1;1;1;0;non;non;non
;keep-normative;docs\superpowers\specs\2026-07-08-s70-cashier-variance-report-design.md;S70 — Rapport des écarts de caisse par caissier (fiche 12 D2.4);144;2026-07-09;6;1;1;2;0;non;non;non
;keep-normative;docs\workplan\specs\2026-07-09-session-71-audit-remediation-spec.md;Spec — Remédiation de gouvernance documentaire (S71);64;2026-07-09;6;1;1;2;0;non;non;non
;keep-normative;docs\_archive\objectif-travail-v2\ACCOUNTING.md;Module Accounting — Objectif métier;357;2026-07-10;5;2;1;5;1;non;non;non
;keep-normative;docs\_archive\objectif-travail-v2\B2B.md;Module B2B — Objectif métier;374;2026-07-10;5;2;1;5;1;non;non;non
;keep-normative;docs\_archive\objectif-travail-v2\CASH_REGISTER.md;Module Cash Register (Sessions de caisse) — Objectif métier;293;2026-07-10;5;2;1;5;1;non;non;non
;keep-normative;docs\_archive\objectif-travail-v2\CUSTOMER_DISPLAY.md;Module Customer Display — Objectif métier;256;2026-07-10;5;2;1;5;1;non;non;non
;keep-normative;docs\_archive\objectif-travail-v2\CUSTOMERS.md;Module Customers — Objectif métier;312;2026-07-10;5;2;1;5;1;non;non;non
;keep-normative;docs\_archive\objectif-travail-v2\EXPENSES.md;Module Expenses — Objectif métier;337;2026-07-10;5;2;1;5;1;non;non;non
;keep-normative;docs\_archive\objectif-travail-v2\KDS.md;Module KDS (Kitchen Display System) — Objectif métier;290;2026-07-10;5;2;1;5;1;non;non;non
;keep-normative;docs\_archive\objectif-travail-v2\ORDERS.md;Module Orders — Objectif métier;308;2026-07-10;5;2;1;6;1;non;non;non
;keep-normative;docs\_archive\objectif-travail-v2\POS.md;Module POS — Objectif métier;376;2026-07-10;5;2;1;14;1;non;non;non
;keep-normative;docs\_archive\objectif-travail-v2\PROMOTIONS_AND_COMBOS.md;Module Promotions & Combos — Objectif métier;309;2026-07-10;5;2;1;4;1;non;non;non
;keep-normative;docs\_archive\objectif-travail-v2\PURCHASING_AND_SUPPLIERS.md;Module Purchasing & Suppliers — Objectif métier;161;2026-07-10;5;2;1;4;1;non;non;non
;keep-normative;docs\_archive\objectif-travail-v2\REPORTS.md;Module Reports — Objectif métier;322;2026-07-10;5;2;1;4;1;non;non;non
;keep-normative;docs\_archive\objectif-travail-v2\SETTINGS.md;Module Settings — Objectif métier;434;2026-07-10;5;2;1;4;1;non;non;non
;keep-normative;docs\_archive\objectif-travail-v2\TABLET_ORDERING.md;Module Tablet Ordering — Objectif métier;243;2026-07-10;5;2;1;4;1;non;non;non
;keep-normative;docs\_archive\objectif-travail-v2\USERS_AND_PERMISSIONS.md;Module Users & Permissions — Objectif métier;329;2026-07-10;5;2;1;4;1;non;non;non
;keep-normative;docs\superpowers\specs\2026-07-09-s71-e2e-nightly-design.md;S71 — E2E nightly (Playwright) : re-dégeler et fiabiliser la suite;175;2026-07-10;5;1;1;0;0;oui;non;non
;keep-normative;docs\superpowers\specs\2026-07-10-pos-first-class-hold-button-design.md;Design — Bouton HOLD de premier niveau au POS (caisse);82;2026-07-10;5;1;1;0;0;oui;non;non
;keep-normative;docs\workplan\specs\archive\2026-05-03-breakery-split-2apps-design.md;The Breakery — Split 2-Apps Design Spec;862;2026-07-10;5;2;1;13;2;non;non;non
;keep-normative;docs\workplan\specs\archive\2026-05-04-session-1-decisions-addendum.md;Session 1 — Décisions arbitrées (addendum à la spec);101;2026-07-10;5;2;1;1;1;non;non;non
;keep-normative;docs\workplan\specs\archive\2026-05-05-session-2-modifiers-kds-spec.md;The Breakery — Session 2 Spec : Modifiers + Send to Kitchen + KDS;356;2026-07-10;5;2;1;6;6;non;non;non
;keep-normative;docs\workplan\specs\archive\2026-05-05-session-3-customer-loyalty-receipts-spec.md;The Breakery — Session 3 Spec : Customer + Loyalty + Receipts;471;2026-07-10;5;2;1;1;1;non;non;non
;keep-normative;docs\workplan\specs\archive\2026-05-06-session-4-held-tables-served-spec.md;The Breakery — Session 4 Spec : Held Orders + Floor Plan + Item Served;353;2026-07-10;5;2;1;1;1;non;non;non
;keep-normative;docs\workplan\specs\archive\2026-05-06-session-5-tablet-ordering-spec.md;The Breakery — Session 5 Spec : Tablet Ordering;434;2026-07-10;5;2;1;1;1;non;non;non
;keep-normative;docs\workplan\specs\archive\2026-05-06-session-6-discounts-multi-modifiers-loyalty-mult-spec.md;The Breakery — Session 6 Spec : Discounts + Multi-select Modifiers + Loyalty Multipliers;404;2026-07-10;5;2;1;5;5;non;non;non
;keep-normative;docs\workplan\specs\archive\2026-05-06-session-7-customer-categories-combos-spec.md;The Breakery — Session 7 Spec : Customer Categories + Combos;427;2026-07-10;5;2;1;4;4;non;non;non
;keep-normative;docs\workplan\specs\archive\2026-05-07-session-8-promotions-engine-spec.md;The Breakery — Session 8 Spec : Promotions Engine;777;2026-07-10;5;2;1;2;1;non;non;non
;keep-normative;docs\workplan\specs\archive\2026-05-10-bo-loyalty-design.md;BO Loyalty Management — Design Spec;216;2026-07-10;5;2;1;2;1;non;non;non
;keep-normative;docs\workplan\specs\archive\2026-05-10-session-10-split-payment-void-refund-spec.md;The Breakery — Session 10 Spec : Split Payment + Item-Cancel-After-Send + Post-Checkout Void/Refund;1281;2026-07-10;5;2;1;1;1;non;non;non
;keep-normative;docs\workplan\specs\archive\2026-05-10-session-8-perf-debt-spec.md;The Breakery — Session 8 Spec : Perf-Debt (DB N+1, RLS subqueries, EF caching, React memo, utils caching);729;2026-07-10;5;2;1;1;1;non;non;non
;keep-normative;docs\workplan\specs\archive\2026-05-10-session-9-promotions-spec.md;The Breakery — Session 9 Spec : Promotions Engine (auto-évaluées) + Backoffice CRUD;575;2026-07-10;5;2;1;27;27;non;non;non
;keep-normative;docs\workplan\specs\archive\2026-05-11-session-11-backoffice-crud-spec.md;The Breakery — Session 11 Spec : Backoffice CRUD étendu + tablet split-pay v5;281;2026-07-10;5;2;1;13;1;non;non;non
;keep-normative;docs\workplan\specs\archive\2026-05-11-session-12-inventory-mvp-spec.md;The Breakery — Session 12 Spec : Inventory MVP (admin write path) — **SUPERSEDED**;538;2026-07-10;5;2;1;7;5;non;non;non
;keep-normative;docs\workplan\specs\archive\2026-05-12-purchasing-complete-spec.md;The Breakery — Spec : Purchasing & Suppliers **Complete**;855;2026-07-10;5;2;1;2;1;non;non;non
;keep-normative;docs\workplan\specs\archive\2026-05-12-session-12-inventory-complete-spec.md;The Breakery — Session 12 Spec : Inventory **Complete** (les 7 onglets + Dashboard + Alertes);910;2026-07-10;5;2;1;9;1;non;non;non
;keep-normative;docs\workplan\specs\archive\2026-05-15-session-15-spec.md;Session 15 — Bakery Production (F6 + F5 + Recipe pro features) — SPEC;249;2026-07-10;5;2;1;7;6;non;non;non
;keep-normative;docs\workplan\specs\archive\2026-05-28-session-31-spec.md;Session 31 — POS Critical Fixes (Spec);462;2026-07-10;5;2;1;3;1;non;non;non
;keep-normative;docs\workplan\specs\archive\2026-05-28-session-32-spec.md;Session 32 — POS Service Polish (Spec);494;2026-07-10;5;2;1;2;0;non;non;non
;keep-normative;docs\workplan\specs\archive\2026-05-29-session-34-spec.md;Session 34 — POS Critical Fixes (Spec);353;2026-07-10;5;2;1;3;1;non;non;non
;keep-normative;docs\workplan\specs\archive\2026-05-29-session-35-spec.md;Session 35 — POS Service Polish (Spec);183;2026-07-10;5;2;1;9;1;non;non;non
;keep-normative;docs\workplan\specs\archive\2026-06-04-session-36-spec.md;Session 36 — POS Correctness & Security Close-out (Spec);228;2026-07-10;5;2;1;3;1;non;non;non
;keep-normative;docs\workplan\specs\archive\2026-06-12-session-40-spec.md;Session 40 — Spec : Reports close-out — les 9 cards « Soon » du hub;103;2026-07-10;5;2;1;2;0;non;non;non
;keep-normative;docs\workplan\specs\archive\2026-06-27-session-50-spec.md;Session 50 — Spec — Vague 1 « cutover sain » (sécurité + drift + CI);58;2026-07-10;5;1;1;5;1;non;non;non
;keep-normative;docs\superpowers\specs\2026-07-12-s74-pos-margin-cogs-design.md;S74 — Onglet Margin (Reports POS) : marge/COGS WAC courant, lecture pure;107;2026-07-12;3;1;1;1;0;non;non;non
;keep-normative;docs\superpowers\specs\2026-07-12-s75-floorplan-kds-design.md;S75 — Floor Plan BO + KDS Configuration — Design;89;2026-07-12;3;2;1;2;0;non;non;non
;keep-normative;CLAUDE.md;Ruflo — Claude Code Configuration;228;2026-07-14;1;114;4;362;34;non;non;non
;keep-normative (cité par le code);packages\supabase\README.md;`@breakery/supabase`;290;2026-05-10;66;1;1;130;1;non;oui;non
;keep-normative (cité par le code);tests\e2e\README.md;E2E Tests — The Breakery ERP;96;2026-05-18;58;1;1;130;1;non;non;non
;keep-normative (cité par le code);docs\workplan\plans\archive\2026-05-13-session-13-INDEX.md;Session 13 — Foundation Hardening + Module-Wide Backlog Burn-Down — Implementation Plan INDEX;1239;2026-06-04;41;1;1;24;7;non;non;non
;keep-normative (cité par le code);docs\workplan\plans\archive\2026-05-13-session-13-phase-2.B-reports-infra.md;Phase 2.B — Reports infra + 5 first reports (sub-plan);158;2026-06-04;41;1;1;9;8;non;non;non
;keep-normative (cité par le code);docs\workplan\plans\archive\2026-05-13-session-13-phase-2.D-inventory-late.md;Session 13 — Phase 2.D — Inventory late (Opname + Movements + Alerts/Dashboard);162;2026-06-04;41;1;1;1;1;non;non;non
;keep-normative (cité par le code);docs\workplan\plans\archive\2026-05-13-session-13-phase-3.A-purchasing.md;Session 13 — Phase 3.A — Purchasing PO Workflow;98;2026-06-04;41;1;1;1;1;non;non;non
;keep-normative (cité par le code);docs\workplan\plans\archive\2026-05-13-session-13-phase-3.B-expenses.md;Session 13 — Phase 3.B — Expenses module — Sub-plan;125;2026-06-04;41;1;1;2;2;non;non;non
;keep-normative (cité par le code);docs\workplan\plans\archive\2026-05-13-session-13-phase-3.C-b2b-core.md;Session 13 — Phase 3.C — B2B core + stock reservations + Cash-Register variance + shift JE;109;2026-06-04;41;1;1;1;1;non;non;non
;keep-normative (cité par le code);docs\workplan\plans\archive\2026-05-13-session-13-phase-4.A-pos-ux.md;Session 13 — Phase 4.A — POS UX + 03 polish;117;2026-06-04;41;1;1;1;1;non;non;non
;keep-normative (cité par le code);docs\workplan\plans\archive\2026-05-13-session-13-phase-4.D-tablet-polish.md;Session 13 — Phase 4.D — Tablet polish + ui-steward batch 2;178;2026-06-04;41;1;1;1;1;non;non;non
;keep-normative (cité par le code);docs\workplan\plans\archive\2026-05-13-session-13-phase-5.D-rbac-ui.md;Phase 5.D — RBAC UI + audit pairing + last-admin protection;278;2026-06-04;41;1;1;1;1;non;non;non
;keep-normative (cité par le code);docs\workplan\plans\archive\2026-05-13-session-13-phase-6.A-reports-cascade.md;Session 13 — Phase 6.A — Reports cascade (P&L + BS + Cash Flow + basket);89;2026-06-04;41;1;1;5;5;non;non;non
;keep-normative (cité par le code);docs\workplan\plans\archive\2026-05-13-session-13-phase-6.B-marketing.md;Session 13 — Phase 6.B — Marketing cascade (segments + birthday + promo ROI);147;2026-06-04;41;1;1;1;1;non;non;non
;keep-normative (cité par le code);docs\workplan\plans\archive\2026-05-13-session-13-phase-6.C-polish-ops.md;Phase 6.C — Polish ops sub-plan;91;2026-06-04;41;1;1;1;1;non;non;non
;keep-normative (cité par le code);docs\workplan\plans\archive\2026-05-15-session-15-PR-DRAFT.md;Session 15 — PR DRAFT (do not auto-open);102;2026-06-04;41;1;1;1;1;non;non;non
;keep-normative (cité par le code);docs\workplan\plans\archive\2026-05-16-session-16-INDEX.md;Session 16 — INDEX (CI revival + S15 follow-ups);323;2026-06-04;41;1;1;3;1;non;non;non
;keep-normative (cité par le code);docs\workplan\plans\archive\2026-05-16-session-16-plan.md;Session 16 Implementation Plan — CI revival + S15 follow-ups;2487;2026-06-04;41;1;1;1;1;non;non;non
;keep-normative (cité par le code);docs\workplan\plans\archive\2026-05-19-S24-to-S30-plan.md;Plan multi-sessions S24-S30 — The Breakery ERP;283;2026-06-04;41;1;1;23;1;non;non;non
;keep-normative (cité par le code);docs\workplan\plans\archive\2026-05-19-session-23-INDEX.md;Session 23 — INDEX (Landed cost + sample/promo opt-out);494;2026-06-04;41;1;1;2;1;non;non;non
;keep-normative (cité par le code);docs\workplan\plans\archive\2026-05-20-session-26-INDEX.md;Session 26 — Comptable Cockpit (Wave 1 DB hardening) — INDEX;203;2026-06-04;41;1;1;4;1;non;non;non
